time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
41:42.8,1.42171E+12,8.9,29.1,132.5,38.7,160.8,186.7,172.9,170,-1.386,-1.498,-1.532
41:42.8,1.42171E+12,19.4,39.1,134.4,53.2,164.7,174.9,172.9,182.8,-1.371,-1.488,-1.562
41:42.8,1.42171E+12,17.9,44.1,130.6,41.9,158.9,178.8,156.3,197.9,-1.415,-1.503,-1.566
41:42.9,1.42171E+12,17.9,40.7,126.8,45.1,157,165.1,144.1,178.5,-1.391,-1.503,-1.557
41:42.9,1.42171E+12,19.4,39.1,117.3,40.3,114.3,153.6,122.2,178.5,-1.386,-1.513,-1.566
41:42.9,1.42171E+12,17.9,47.5,102.4,38.7,123.3,132.9,108.6,125.1,-1.4,-1.508,-1.532
41:43.0,1.42171E+12,22.5,32.4,102.4,37.1,110.7,120,89.6,96,-1.395,-1.508,-1.562
41:43.0,1.42171E+12,14.9,25.8,87.9,32.4,103.5,96.7,84,77.2,-1.395,-1.493,-1.522
41:43.0,1.42171E+12,17.9,30.7,86.1,37.1,93,81,72.9,73.5,-1.386,-1.542,-1.557
41:43.0,1.42171E+12,22.5,35.7,80.7,34,89.5,74.2,67.5,69.8,-1.391,-1.444,-1.571
41:43.1,1.42171E+12,16.4,29.1,78.9,37.1,79.1,70.8,65.6,58.9,-1.391,-1.508,-1.562
41:43.1,1.42171E+12,14.9,39.1,73.6,35.5,77.4,70.8,62,66.1,-1.391,-1.508,-1.557
41:43.1,1.42171E+12,16.4,40.7,73.6,34,79.1,54,67.5,62.5,-1.41,-1.518,-1.522
41:43.1,1.42171E+12,22.5,27.4,77.1,32.4,77.4,57.3,54.9,58.9,-1.386,-1.508,-1.547
41:43.2,1.42171E+12,16.4,25.8,70.1,32.4,77.4,57.3,49.5,60.7,-1.4,-1.508,-1.557
